time,open,high,low,close,volume,amount
2019-09-26 13:15:00,1006.770744,1006.84872108,1005.06391236,1006.57146924,42009,48790384.0
2019-09-26 13:20:00,1006.57146924,1006.770744,1006.4935788012,1006.5108204,30400,35319792.0
2019-09-26 13:25:00,1006.64944632,1006.64944632,1006.40685096,1006.62345396,26132,30358960.0
2019-09-26 13:30:00,1006.63211808,1006.66677456,1004.70001932,1004.70001932,49800,57802832.0
2019-09-26 13:35:00,1004.70001932,1005.904332,1004.26681332,1005.904332,58250,67562480.0
2019-09-26 13:40:00,1005.904332,1009.36998,1005.89566788,1009.16204112,34873,40548528.0
2019-09-26 13:45:00,1009.17070524,1009.803186,1006.770744,1006.770744,26500,30862320.0
2019-09-26 13:50:00,1006.770744,1008.8675476812,1006.770744,1008.0270414,14915,17345200.0
2019-09-26 13:55:00,1008.07902612,1008.29562912,1007.48986596,1007.637156,28285,32901168.0
2019-09-26 14:00:00,1007.637156,1010.669598,1007.637156,1010.236392,24144,28114448.0
2019-09-26 14:05:00,1010.25372024,1013.0089104,1010.25372024,1013.0089104,45900,53613360.0
2019-09-26 14:10:00,1013.0089104,1013.4421164,1012.30711668,1012.835628,43700,51086656.0
2019-09-26 14:15:00,1013.07822336,1015.2616682412,1012.84429212,1015.2616682412,61200,71619232.0
2019-09-26 14:20:00,1015.41753576,1016.5612862412,1014.568452,1015.88539824,61385,71976640.0
2019-09-26 14:25:00,1015.88539824,1015.88539824,1012.2378903612,1012.8876993612,48400,56641264.0
2019-09-26 14:30:00,1013.26016988,1014.568452,1012.89627684,1014.568452,21252,24859216.0
2019-09-26 14:35:00,1013.7541113612,1013.7541113612,1009.9331478,1012.65368148,30296,35376464.0
2019-09-26 14:40:00,1012.6624322412,1012.74032268,1011.969216,1012.402422,22286,26041152.0
2019-09-26 14:45:00,1012.15116252,1012.41108612,1011.53601,1011.93455952,43880,51250416.0
2019-09-26 14:50:00,1011.93455952,1011.969216,1009.98513252,1010.02845312,48797,56925072.0
2019-09-26 14:55:00,1010.11509432,1011.08547576,1010.0631962412,1010.87753688,58167,67837104.0
2019-09-26 15:00:00,1010.9296082412,1011.1462112412,1010.92085748,1011.102804,68334,79744784.0
2019-09-27 09:35:00,1008.503568,1011.95188776,998.973036,999.839448,209516,243500971.0
2019-09-27 09:40:00,1000.09070748,1003.1319002412,999.0164432412,1000.7925012,199494,230380117.0
2019-09-27 09:45:00,1000.7925012,1003.51303488,999.839448,1001.66757732,93065,107620464.0
2019-09-27 09:50:00,1001.71089792,1006.76207988,1001.572272,1006.76207988,65468,75877600.0
2019-09-27 09:55:00,1006.337538,1011.102804,1006.337538,1010.236392,72202,84134960.0
2019-09-27 10:00:00,1010.669598,1010.669598,1008.6335298,1010.669598,40600,47316384.0
2019-09-27 10:05:00,1010.68692624,1014.135246,1010.65226976,1014.11791776,62948,73591792.0
2019-09-27 10:10:00,1014.135246,1016.83845144,1013.26016988,1016.39658132,45244,52969168.0
2019-09-27 10:15:00,1017.3237288012,1019.766924,1015.87673412,1018.60593192,94537,111094576.0
